"age","job","marital","education","default","balance","housing","loan","contact","day","month","campaign","pdays","previous","poutcome","Gender","y"
29,"management","single","tertiary","no",5980,"yes","no","unknown",28,"may",1,-1,0,"unknown","0","0"
45,"blue-collar","married","secondary","no",224,"no","no","telephone",4,"feb",2,210,2,"failure","Unknown","0"
54,"technician","married","tertiary","no",411,"no","no","cellular",30,"apr",1,190,2,"success","Unknown","1"
34,"blue-collar","married","secondary","no",1160,"yes","no","cellular",5,"feb",2,274,6,"failure","Unknown","0"
39,"blue-collar","married","primary","no",2661,"yes","no","unknown",2,"jun",3,-1,0,"unknown","Unknown","0"
64,"management","married","tertiary","no",4070,"no","no","cellular",28,"jan",1,86,1,"success","Unknown","1"
38,"technician","single","tertiary","no",902,"yes","no","cellular",13,"may",7,341,4,"failure","Unknown","0"
58,"technician","married","secondary","no",969,"yes","no","cellular",8,"may",1,288,1,"failure","Unknown","0"
34,"management","married","tertiary","no",252,"no","no","cellular",9,"dec",1,180,8,"other","Unknown","0"
39,"technician","married","tertiary","no",196,"no","no","cellular",20,"oct",2,199,2,"success","Unknown","1"
39,"technician","divorced","secondary","no",1373,"yes","yes","cellular",29,"jan",2,253,1,"failure","Unknown","0"
37,"admin.","married","secondary","no",0,"yes","no","cellular",2,"jun",1,-1,0,"unknown","Unknown","1"
34,"admin.","divorced","primary","no",9091,"yes","no","unknown",9,"may",2,-1,0,"unknown","Unknown","0"
42,"blue-collar","divorced","secondary","no",889,"yes","no","cellular",18,"nov",2,134,1,"failure","Unknown","0"
27,"technician","single","tertiary","no",2892,"yes","no","cellular",24,"may",1,373,1,"failure","Unknown","1"
47,"blue-collar","married","unknown","no",63,"yes","no","unknown",30,"may",4,-1,0,"unknown","1","0"
31,"management","married","tertiary","no",21870,"yes","no","cellular",14,"may",6,264,4,"failure","Unknown","0"
32,"management","single","tertiary","no",2431,"no","no","cellular",4,"may",4,94,7,"success","Unknown","0"
48,"technician","married","secondary","no",2069,"no","no","cellular",20,"apr",1,-1,0,"unknown","Unknown","0"
31,"management","divorced","tertiary","no",300,"yes","no","cellular",17,"jul",5,-1,0,"unknown","0","1"
37,"management","married","secondary","no",126,"no","yes","cellular",17,"nov",2,156,2,"failure","Unknown","0"
51,"management","single","tertiary","no",2573,"yes","no","cellular",16,"apr",1,-1,0,"unknown","Unknown","0"
40,"blue-collar","married","primary","no",101,"yes","no","cellular",13,"may",2,340,2,"failure","1","0"
29,"blue-collar","single","secondary","no",1335,"yes","yes","cellular",29,"jan",1,247,1,"other","Unknown","0"
51,"blue-collar","divorced","primary","no",632,"yes","no","cellular",11,"may",1,270,2,"failure","Unknown","0"
35,"admin.","single","tertiary","no",4807,"yes","no","cellular",13,"aug",1,113,2,"other","Unknown","0"
40,"management","married","tertiary","no",3318,"yes","no","cellular",19,"nov",2,26,1,"success","Unknown","1"
31,"management","married","tertiary","no",1301,"no","no","cellular",21,"aug",1,191,5,"failure","Unknown","0"
41,"blue-collar","married","primary","no",173,"yes","no","unknown",20,"jul",1,751,1,"failure","Unknown","0"
35,"management","married","tertiary","no",494,"yes","no","cellular",4,"may",3,17,5,"failure","Unknown","1"
24,"technician","single","secondary","no",241,"yes","yes","cellular",15,"may",1,-1,0,"unknown","Unknown","0"
38,"management","married","tertiary","no",1109,"yes","no","cellular",28,"jan",1,198,1,"failure","Unknown","0"
57,"management","divorced","unknown","no",2837,"no","no","cellular",17,"dec",2,233,1,"failure","Unknown","1"
33,"technician","single","tertiary","no",1620,"yes","no","cellular",4,"may",1,63,1,"success","Unknown","1"
35,"management","single","tertiary","no",4522,"yes","no","cellular",2,"apr",3,221,8,"failure","Unknown","0"
31,"technician","married","unknown","no",14533,"no","no","cellular",16,"jun",2,-1,0,"unknown","Unknown","1"
54,"technician","divorced","secondary","no",2199,"yes","no","cellular",3,"feb",1,203,4,"failure","1","1"
27,"technician","single","tertiary","no",421,"no","no","cellular",6,"aug",3,97,2,"success","1","1"
57,"management","married","primary","no",7107,"no","no","cellular",23,"oct",4,178,2,"failure","Unknown","1"
27,"technician","single","secondary","no",1777,"yes","no","unknown",16,"may",1,-1,0,"unknown","Unknown","1"
30,"technician","single","secondary","no",613,"no","no","cellular",27,"feb",1,-1,0,"unknown","Unknown","0"
28,"blue-collar","single","primary","no",52,"yes","no","cellular",14,"may",1,375,1,"other","Unknown","1"
39,"management","married","secondary","no",374,"yes","yes","cellular",17,"jul",1,-1,0,"unknown","Unknown","0"
29,"admin.","single","secondary","no",135,"no","no","unknown",23,"may",3,-1,0,"unknown","Unknown","0"
35,"technician","single","secondary","no",970,"yes","no","cellular",30,"jan",1,244,1,"failure","Unknown","0"
46,"technician","single","tertiary","no",3133,"no","no","cellular",6,"aug",3,-1,0,"unknown","Unknown","0"
44,"blue-collar","married","secondary","no",488,"yes","no","cellular",20,"apr",1,146,1,"failure","Unknown","0"
36,"technician","single","secondary","no",0,"no","no","cellular",8,"jul",1,-1,0,"unknown","1","0"
28,"admin.","married","secondary","no",933,"no","no","cellular",17,"mar",1,294,1,"success","Unknown","0"
54,"technician","married","secondary","no",0,"no","no","telephone",5,"feb",3,-1,0,"unknown","Unknown","1"
45,"management","single","tertiary","no",0,"no","no","unknown",12,"may",2,-1,0,"unknown","Unknown","0"
43,"management","single","tertiary","no",1781,"yes","no","cellular",26,"aug",1,479,3,"failure","Unknown","1"
31,"blue-collar","single","secondary","no",192,"yes","no","cellular",5,"may",1,334,7,"failure","Unknown","1"
34,"technician","married","secondary","no",138,"no","no","cellular",15,"nov",2,181,5,"success","Unknown","1"
42,"blue-collar","single","secondary","no",25,"no","no","unknown",14,"may",1,-1,0,"unknown","Unknown","0"
33,"management","married","tertiary","no",1389,"no","no","cellular",15,"sep",2,111,1,"success","Unknown","0"
42,"admin.","married","secondary","no",874,"yes","no","cellular",7,"may",1,290,2,"other","Unknown","0"
39,"admin.","married","secondary","no",129,"yes","yes","cellular",4,"feb",2,-1,0,"unknown","0","1"
34,"management","married","tertiary","no",166,"no","no","cellular",9,"jun",1,93,9,"success","Unknown","1"
45,"technician","single","secondary","no",30,"yes","no","cellular",7,"may",1,360,1,"failure","Unknown","0"
37,"technician","married","tertiary","no",1750,"yes","no","cellular",12,"may",3,339,1,"other","Unknown","0"
40,"management","divorced","tertiary","no",49,"no","no","cellular",6,"feb",3,-1,0,"unknown","Unknown","0"
40,"admin.","married","secondary","no",173,"yes","no","cellular",7,"may",2,161,1,"failure","Unknown","0"
29,"blue-collar","married","secondary","no",304,"yes","no","cellular",20,"apr",2,336,3,"other","Unknown","0"
46,"technician","married","secondary","no",0,"no","no","cellular",30,"apr",1,246,2,"other","Unknown","1"
28,"admin.","single","secondary","no",376,"yes","yes","cellular",4,"feb",2,259,2,"failure","1","0"
58,"admin.","married","secondary","no",167,"no","no","cellular",15,"feb",1,91,4,"success","Unknown","1"
39,"blue-collar","married","secondary","no",2541,"no","no","cellular",19,"jul",2,284,3,"other","Unknown","1"
46,"blue-collar","married","primary","no",10023,"yes","no","unknown",9,"jun",4,-1,0,"unknown","Unknown","0"
27,"blue-collar","single","tertiary","no",663,"no","no","cellular",2,"jun",1,175,1,"success","Unknown","1"
32,"blue-collar","single","secondary","no",2649,"yes","no","cellular",15,"may",1,364,1,"failure","Unknown","0"
33,"technician","married","secondary","no",140,"no","no","cellular",12,"nov",2,182,1,"success","Unknown","1"
36,"blue-collar","single","tertiary","no",3831,"yes","no","cellular",20,"nov",2,161,2,"failure","Unknown","0"
40,"management","married","secondary","no",558,"no","no","cellular",20,"aug",2,-1,0,"unknown","Unknown","0"
39,"management","divorced","secondary","no",-17,"no","no","cellular",16,"apr",1,139,4,"failure","Unknown","0"
28,"management","married","secondary","no",3,"yes","no","cellular",14,"sep",2,24,2,"other","Unknown","0"
40,"management","single","tertiary","no",2281,"yes","no","cellular",14,"may",3,296,2,"failure","Unknown","0"
30,"admin.","single","secondary","no",2491,"no","no","cellular",4,"sep",1,104,4,"other","1","1"
43,"management","married","tertiary","no",2534,"no","no","cellular",21,"nov",4,-1,0,"unknown","0","1"
39,"blue-collar","divorced","secondary","no",433,"no","no","unknown",28,"may",1,-1,0,"unknown","Unknown","0"
31,"technician","married","tertiary","no",3505,"yes","no","cellular",21,"dec",2,-1,0,"unknown","1","1"
46,"management","divorced","tertiary","no",216,"yes","no","cellular",14,"may",1,352,1,"other","Unknown","0"
53,"blue-collar","married","secondary","no",285,"yes","yes","telephone",30,"jul",4,-1,0,"unknown","Unknown","0"
36,"management","married","tertiary","no",1076,"yes","no","cellular",4,"aug",1,174,2,"other","1","1"
36,"admin.","divorced","secondary","no",454,"yes","no","cellular",18,"nov",1,134,1,"failure","0","0"
49,"management","married","tertiary","no",1,"no","no","telephone",13,"aug",2,99,4,"success","Unknown","1"
46,"management","divorced","tertiary","no",624,"no","no","cellular",17,"sep",2,190,2,"success","Unknown","1"
37,"blue-collar","married","secondary","no",1170,"yes","yes","cellular",6,"may",1,-1,0,"unknown","Unknown","0"
50,"technician","divorced","secondary","no",0,"no","no","cellular",1,"apr",1,175,3,"success","1","1"
30,"admin.","single","secondary","no",275,"no","no","cellular",30,"apr",1,76,1,"success","Unknown","1"
26,"admin.","married","secondary","no",8,"yes","yes","cellular",24,"jul",1,-1,0,"unknown","Unknown","0"
50,"management","married","tertiary","no",122,"yes","no","cellular",12,"may",3,-1,0,"unknown","1","0"
42,"technician","married","secondary","no",-340,"yes","yes","unknown",30,"may",1,-1,0,"unknown","Unknown","0"
39,"technician","divorced","secondary","no",902,"yes","no","cellular",10,"feb",2,178,5,"failure","Unknown","1"
55,"unknown","married","secondary","no",1856,"no","no","cellular",11,"aug",3,-1,0,"unknown","Unknown","0"
31,"management","single","tertiary","no",146,"no","no","cellular",9,"jun",2,97,3,"success","Unknown","1"
31,"management","single","tertiary","no",0,"yes","no","cellular",7,"may",1,21,2,"failure","Unknown","0"
43,"admin.","married","secondary","no",506,"no","no","unknown",20,"jun",1,-1,0,"unknown","0","0"
46,"admin.","divorced","primary","no",408,"yes","no","cellular",26,"apr",2,365,2,"success","Unknown","1"
38,"admin.","married","tertiary","no",278,"no","no","cellular",15,"apr",1,-1,0,"unknown","Unknown","0"
36,"admin.","single","secondary","no",757,"no","no","cellular",30,"apr",1,-1,0,"unknown","Unknown","1"
32,"technician","single","tertiary","no",1271,"yes","no","cellular",30,"apr",1,82,2,"success","Unknown","1"
25,"blue-collar","single","secondary","no",142,"yes","no","unknown",5,"jun",2,-1,0,"unknown","Unknown","0"
43,"blue-collar","divorced","secondary","no",608,"yes","yes","cellular",20,"apr",2,-1,0,"unknown","1","0"
47,"technician","married","secondary","no",2042,"yes","no","cellular",15,"oct",1,174,2,"success","Unknown","0"
30,"management","single","tertiary","no",554,"yes","no","cellular",26,"oct",1,-1,0,"unknown","Unknown","0"
29,"technician","single","tertiary","no",949,"yes","no","cellular",15,"may",1,330,1,"failure","Unknown","0"
45,"management","married","tertiary","no",29898,"no","no","cellular",19,"jul",7,-1,0,"unknown","Unknown","1"
58,"technician","married","secondary","no",0,"yes","no","cellular",5,"feb",1,201,1,"failure","Unknown","0"
54,"management","divorced","tertiary","no",12499,"yes","no","cellular",21,"dec",2,-1,0,"unknown","Unknown","1"
35,"blue-collar","married","secondary","no",5145,"yes","no","cellular",20,"nov",1,190,2,"failure","Unknown","0"
35,"management","married","tertiary","no",1532,"yes","no","cellular",20,"apr",6,319,4,"other","Unknown","0"
27,"technician","married","unknown","no",819,"yes","no","unknown",28,"may",2,-1,0,"unknown","Unknown","0"
45,"blue-collar","married","primary","no",57,"no","no","cellular",7,"jul",3,-1,0,"unknown","Unknown","0"
48,"management","married","tertiary","no",3957,"no","no","cellular",1,"oct",1,127,2,"success","Unknown","0"
30,"blue-collar","single","secondary","no",334,"yes","no","cellular",14,"may",3,351,1,"other","Unknown","0"
23,"admin.","single","secondary","no",712,"no","no","cellular",9,"jul",4,-1,0,"unknown","Unknown","0"
29,"admin.","single","secondary","no",487,"no","no","cellular",10,"aug",2,539,1,"failure","Unknown","1"
33,"blue-collar","married","primary","no",292,"yes","no","cellular",6,"may",1,356,4,"failure","1","0"
53,"admin.","married","secondary","no",1832,"no","no","telephone",16,"mar",1,86,2,"success","Unknown","1"
59,"technician","married","secondary","no",111,"no","no","cellular",11,"feb",1,183,7,"success","Unknown","1"
50,"blue-collar","married","secondary","no",0,"no","no","cellular",30,"jul",9,-1,0,"unknown","Unknown","0"
26,"admin.","single","tertiary","no",3916,"yes","no","cellular",11,"mar",1,103,4,"other","Unknown","0"
45,"admin.","married","secondary","yes",-111,"yes","yes","cellular",7,"may",3,297,1,"other","Unknown","1"
39,"admin.","married","secondary","no",206,"yes","no","cellular",8,"apr",1,305,4,"failure","Unknown","0"
35,"management","single","secondary","no",80,"yes","no","cellular",6,"may",1,-1,0,"unknown","Unknown","0"
32,"management","married","tertiary","no",2667,"yes","no","cellular",4,"sep",2,192,2,"failure","Unknown","0"
31,"management","single","tertiary","no",2994,"yes","no","cellular",12,"jul",1,204,3,"failure","Unknown","1"
32,"management","single","tertiary","no",0,"yes","no","cellular",22,"jul",2,-1,0,"unknown","Unknown","0"
30,"technician","single","secondary","no",-106,"yes","no","cellular",15,"may",2,306,2,"other","Unknown","0"
48,"management","married","tertiary","no",1158,"no","no","cellular",3,"dec",1,120,3,"success","Unknown","1"
39,"management","single","tertiary","no",4870,"yes","no","cellular",12,"may",1,297,4,"failure","Unknown","1"
38,"admin.","married","primary","no",-184,"yes","no","telephone",21,"jul",9,-1,0,"unknown","Unknown","0"
43,"technician","married","secondary","no",440,"no","no","unknown",3,"jun",1,-1,0,"unknown","0","0"
30,"technician","married","secondary","no",2373,"no","no","cellular",14,"dec",1,168,2,"failure","Unknown","1"
42,"blue-collar","married","primary","no",191,"yes","no","cellular",11,"aug",1,98,3,"success","Unknown","1"
37,"technician","single","tertiary","no",193,"no","no","cellular",13,"may",1,88,3,"success","Unknown","1"
44,"management","married","tertiary","no",4550,"no","no","cellular",6,"aug",6,-1,0,"unknown","0","0"
50,"blue-collar","married","primary","no",85,"no","no","telephone",5,"apr",1,-1,0,"unknown","Unknown","1"
31,"blue-collar","divorced","secondary","no",-263,"yes","no","telephone",17,"jul",2,-1,0,"unknown","Unknown","1"
38,"blue-collar","married","primary","no",125,"yes","no","cellular",14,"may",2,-1,0,"unknown","Unknown","0"
52,"admin.","divorced","secondary","no",26,"yes","no","unknown",13,"may",1,-1,0,"unknown","Unknown","0"
35,"management","single","tertiary","no",2599,"no","no","cellular",5,"feb",1,-1,0,"unknown","Unknown","1"
48,"management","divorced","tertiary","no",18323,"yes","no","cellular",26,"may",2,91,3,"other","Unknown","1"
32,"management","single","tertiary","no",786,"yes","no","cellular",20,"apr",2,-1,0,"unknown","Unknown","1"
38,"admin.","married","secondary","no",0,"yes","no","cellular",8,"jun",1,172,2,"success","Unknown","1"
35,"blue-collar","married","secondary","no",793,"yes","yes","unknown",29,"may",1,-1,0,"unknown","Unknown","0"
32,"admin.","married","secondary","no",657,"yes","no","cellular",14,"may",3,-1,0,"unknown","Unknown","1"
42,"admin.","married","tertiary","no",1597,"no","no","cellular",5,"feb",1,186,3,"success","Unknown","0"
57,"technician","divorced","secondary","no",465,"no","no","cellular",5,"aug",3,-1,0,"unknown","Unknown","1"
41,"technician","single","tertiary","no",431,"no","no","cellular",23,"jul",1,84,5,"failure","Unknown","1"
43,"management","divorced","tertiary","no",522,"no","no","cellular",13,"may",1,345,22,"failure","Unknown","0"
29,"blue-collar","married","secondary","no",2497,"yes","yes","cellular",20,"apr",1,273,6,"failure","Unknown","0"
31,"admin.","single","tertiary","no",676,"yes","no","cellular",22,"apr",2,333,2,"other","Unknown","1"
34,"management","married","tertiary","no",683,"no","no","cellular",7,"may",1,186,1,"success","Unknown","0"
34,"technician","single","tertiary","no",2764,"yes","no","cellular",31,"mar",1,232,2,"failure","Unknown","0"
36,"management","married","tertiary","no",-114,"yes","no","cellular",16,"apr",4,191,2,"other","Unknown","1"
30,"management","single","tertiary","no",515,"no","no","cellular",15,"oct",1,103,1,"success","Unknown","1"
32,"technician","married","secondary","no",358,"yes","no","cellular",9,"apr",3,144,2,"failure","Unknown","0"
32,"management","single","tertiary","no",1655,"no","no","unknown",5,"jun",2,-1,0,"unknown","Unknown","0"
37,"admin.","married","secondary","no",435,"no","no","unknown",9,"jun",1,-1,0,"unknown","Unknown","0"
28,"blue-collar","married","tertiary","no",409,"yes","yes","cellular",6,"may",2,381,2,"failure","Unknown","0"
42,"management","married","tertiary","no",4,"yes","no","cellular",17,"jul",1,-1,0,"unknown","Unknown","1"
26,"technician","single","secondary","no",65,"no","yes","cellular",8,"jul",3,-1,0,"unknown","Unknown","0"
29,"management","married","secondary","no",226,"no","no","cellular",14,"may",1,13,1,"failure","Unknown","1"
33,"admin.","single","secondary","no",328,"yes","yes","cellular",14,"may",3,-1,0,"unknown","Unknown","1"
33,"admin.","married","secondary","no",1055,"yes","no","cellular",18,"may",3,393,3,"other","Unknown","0"
47,"admin.","married","secondary","no",3566,"no","no","cellular",15,"jul",2,356,1,"other","Unknown","1"
50,"management","married","tertiary","no",76,"yes","no","cellular",14,"jan",3,153,9,"other","0","0"
47,"admin.","married","secondary","no",357,"no","no","cellular",21,"may",1,83,6,"success","Unknown","1"
33,"blue-collar","divorced","secondary","no",889,"yes","yes","cellular",29,"jan",3,241,1,"failure","Unknown","0"
54,"management","married","tertiary","no",1656,"no","no","cellular",12,"may",3,189,10,"success","Unknown","1"
35,"blue-collar","single","secondary","no",284,"yes","no","cellular",17,"apr",1,-1,0,"unknown","0","0"
34,"management","single","tertiary","no",5648,"yes","no","cellular",8,"may",1,167,1,"failure","Unknown","0"
49,"blue-collar","married","secondary","no",1985,"no","no","cellular",16,"jul",1,-1,0,"unknown","Unknown","1"
65,"management","divorced","tertiary","no",89,"yes","no","cellular",22,"apr",1,-1,0,"unknown","Unknown","1"
49,"management","married","tertiary","no",1104,"yes","yes","cellular",12,"jan",2,92,2,"success","Unknown","1"
37,"management","married","secondary","no",1133,"yes","yes","cellular",1,"apr",1,134,1,"other","Unknown","0"
51,"blue-collar","divorced","primary","no",-19,"yes","no","cellular",13,"may",1,299,11,"failure","Unknown","1"
44,"management","married","tertiary","no",646,"no","no","cellular",5,"feb",1,-1,0,"unknown","Unknown","0"
38,"technician","married","tertiary","no",486,"yes","no","cellular",20,"apr",5,316,3,"failure","Unknown","0"
27,"blue-collar","married","secondary","no",29,"no","yes","cellular",18,"may",1,317,4,"other","Unknown","0"
26,"management","single","tertiary","no",3,"yes","yes","cellular",1,"apr",1,343,1,"success","Unknown","1"
33,"management","single","tertiary","no",1207,"yes","no","cellular",15,"apr",3,340,1,"failure","0","1"
40,"blue-collar","married","secondary","no",1400,"yes","yes","cellular",20,"apr",3,159,4,"other","Unknown","0"
37,"management","single","tertiary","no",4725,"yes","no","cellular",8,"may",1,340,5,"failure","Unknown","0"
62,"management","married","tertiary","no",3472,"no","no","cellular",25,"mar",1,183,2,"success","Unknown","1"
32,"technician","married","secondary","no",492,"no","yes","cellular",10,"aug",1,98,3,"success","Unknown","1"
50,"management","married","tertiary","no",106,"yes","no","cellular",4,"nov",5,87,5,"other","Unknown","0"
42,"management","married","tertiary","no",0,"yes","no","cellular",8,"may",1,360,1,"failure","0","0"
33,"management","married","secondary","no",3935,"yes","no","cellular",6,"may",1,342,2,"failure","Unknown","1"
39,"blue-collar","single","tertiary","no",177,"yes","no","cellular",10,"aug",1,134,1,"success","Unknown","0"
40,"blue-collar","married","primary","no",772,"yes","no","cellular",12,"may",1,353,1,"failure","1","0"
28,"management","single","tertiary","no",381,"no","yes","cellular",9,"feb",4,185,7,"failure","Unknown","0"
30,"technician","single","secondary","no",-548,"yes","yes","cellular",5,"may",2,277,6,"failure","Unknown","1"
42,"blue-collar","married","secondary","no",3030,"no","no","cellular",3,"jun",1,203,1,"failure","Unknown","1"
47,"blue-collar","married","unknown","no",992,"yes","no","cellular",12,"may",6,364,1,"failure","Unknown","0"
33,"technician","married","secondary","no",6565,"no","no","cellular",9,"nov",1,457,1,"failure","Unknown","0"
40,"blue-collar","married","primary","no",-591,"yes","no","unknown",17,"jun",2,-1,0,"unknown","1","0"
32,"technician","married","secondary","no",3488,"yes","no","cellular",5,"feb",2,178,2,"failure","Unknown","0"
30,"management","single","tertiary","no",59,"no","no","cellular",27,"aug",3,-1,0,"unknown","Unknown","0"
56,"management","married","primary","no",905,"no","no","cellular",14,"may",1,188,1,"success","Unknown","1"
36,"management","single","tertiary","no",671,"yes","no","cellular",1,"sep",1,462,2,"failure","Unknown","0"
31,"management","married","tertiary","no",1331,"no","no","cellular",3,"feb",2,91,1,"success","Unknown","1"
34,"technician","divorced","secondary","no",1327,"yes","no","cellular",30,"jan",2,195,2,"failure","Unknown","0"
56,"admin.","divorced","unknown","no",781,"yes","no","cellular",8,"may",1,360,2,"failure","Unknown","0"
31,"technician","single","unknown","no",376,"no","no","unknown",4,"jul",1,-1,0,"unknown","Unknown","0"
51,"blue-collar","divorced","secondary","no",593,"yes","no","cellular",13,"may",7,175,2,"other","Unknown","0"
30,"technician","single","secondary","no",405,"yes","no","telephone",17,"nov",4,110,6,"failure","Unknown","0"
27,"admin.","single","secondary","no",-211,"yes","no","unknown",20,"may",3,-1,0,"unknown","Unknown","0"
56,"blue-collar","married","secondary","no",1491,"yes","yes","cellular",21,"nov",2,186,3,"other","Unknown","0"
30,"blue-collar","single","secondary","no",158,"no","yes","telephone",8,"sep",3,-1,0,"unknown","Unknown","1"
39,"admin.","divorced","secondary","no",913,"yes","no","cellular",15,"may",5,-1,0,"unknown","Unknown","1"
30,"admin.","married","secondary","no",514,"yes","no","cellular",3,"feb",6,261,4,"other","Unknown","0"
29,"technician","single","tertiary","no",2389,"yes","no","cellular",3,"mar",1,82,5,"failure","Unknown","1"
34,"management","single","tertiary","no",1363,"no","no","cellular",22,"aug",6,-1,0,"unknown","Unknown","0"
26,"technician","single","secondary","no",1182,"yes","no","cellular",3,"jun",2,95,5,"success","1","1"
55,"management","divorced","tertiary","no",5291,"no","yes","cellular",30,"apr",1,28,3,"failure","Unknown","0"
43,"blue-collar","married","primary","no",484,"yes","no","cellular",14,"may",2,385,2,"failure","Unknown","0"
35,"admin.","married","secondary","no",34,"yes","no","cellular",13,"may",2,358,3,"failure","Unknown","0"
51,"blue-collar","married","secondary","no",351,"yes","yes","cellular",4,"feb",3,-1,0,"unknown","0","0"
33,"blue-collar","married","secondary","no",25,"yes","no","cellular",17,"apr",3,335,1,"other","Unknown","0"
44,"management","divorced","tertiary","no",344,"yes","yes","cellular",14,"aug",2,-1,0,"unknown","Unknown","0"
39,"blue-collar","married","secondary","no",-1002,"yes","no","unknown",20,"jun",5,-1,0,"unknown","0","0"
36,"blue-collar","divorced","secondary","no",2900,"no","no","cellular",12,"feb",1,173,1,"success","0","0"
31,"management","single","tertiary","no",-168,"yes","no","unknown",6,"may",2,-1,0,"unknown","Unknown","0"
45,"technician","single","tertiary","no",2142,"yes","no","cellular",23,"jul",2,-1,0,"unknown","Unknown","0"
39,"admin.","married","secondary","no",3583,"yes","no","cellular",18,"nov",1,176,2,"failure","Unknown","0"
36,"blue-collar","married","secondary","no",-452,"no","no","cellular",11,"may",2,371,1,"failure","Unknown","0"
32,"blue-collar","married","secondary","yes",-54,"yes","no","cellular",16,"apr",1,261,1,"other","0","1"
33,"management","single","tertiary","no",308,"yes","no","cellular",8,"apr",1,140,3,"other","Unknown","1"
37,"blue-collar","married","primary","no",432,"yes","no","unknown",26,"may",2,-1,0,"unknown","Unknown","0"
36,"technician","single","secondary","no",1044,"yes","no","cellular",20,"aug",19,-1,0,"unknown","Unknown","0"
51,"management","married","tertiary","no",1612,"no","no","cellular",16,"mar",1,178,5,"failure","Unknown","0"
43,"blue-collar","married","primary","no",4074,"no","no","cellular",3,"jun",2,98,1,"success","1","1"
41,"management","married","tertiary","no",-451,"no","no","cellular",14,"apr",4,138,1,"failure","Unknown","0"
35,"technician","divorced","secondary","no",46,"yes","no","cellular",17,"apr",1,-1,0,"unknown","Unknown","0"
36,"blue-collar","single","secondary","no",3403,"yes","no","cellular",7,"apr",1,271,3,"failure","Unknown","0"
35,"management","married","tertiary","no",480,"no","no","cellular",30,"apr",1,84,1,"failure","1","1"
28,"management","single","tertiary","no",2616,"no","no","cellular",16,"jun",1,504,1,"failure","Unknown","1"
30,"blue-collar","single","secondary","no",-482,"yes","yes","unknown",27,"may",2,-1,0,"unknown","Unknown","0"
37,"technician","married","secondary","no",1690,"no","no","unknown",16,"jun",2,-1,0,"unknown","Unknown","0"
32,"management","single","tertiary","no",642,"no","no","cellular",6,"jul",3,188,2,"failure","Unknown","1"
46,"technician","married","secondary","no",494,"yes","no","cellular",31,"jul",10,-1,0,"unknown","0","0"
36,"management","single","tertiary","no",1562,"yes","no","cellular",8,"may",3,167,1,"failure","0","0"
37,"management","married","tertiary","no",1365,"yes","no","cellular",16,"apr",1,-1,0,"unknown","Unknown","0"
43,"technician","married","secondary","no",305,"yes","no","cellular",3,"feb",3,272,4,"other","Unknown","0"
34,"management","married","tertiary","no",594,"yes","no","cellular",20,"apr",2,155,1,"failure","Unknown","0"
32,"technician","married","secondary","no",1990,"yes","no","cellular",8,"apr",2,256,2,"failure","Unknown","0"
32,"technician","married","secondary","no",1532,"no","no","cellular",26,"oct",1,845,4,"other","Unknown","1"
36,"admin.","divorced","secondary","no",-37,"yes","no","unknown",27,"may",1,-1,0,"unknown","0","0"
37,"admin.","single","secondary","no",1098,"yes","no","unknown",28,"may",4,-1,0,"unknown","Unknown","0"
22,"admin.","single","tertiary","no",897,"yes","no","cellular",4,"may",4,92,4,"success","Unknown","0"
35,"management","married","tertiary","no",3078,"yes","no","cellular",3,"jun",1,-1,0,"unknown","Unknown","0"
45,"blue-collar","married","primary","no",2899,"yes","no","cellular",16,"apr",1,333,2,"failure","Unknown","0"
32,"technician","married","secondary","no",57,"yes","no","cellular",8,"may",1,355,5,"other","Unknown","0"
58,"admin.","divorced","secondary","no",1947,"no","no","telephone",26,"oct",1,-1,0,"unknown","Unknown","1"
48,"management","married","tertiary","yes",0,"no","yes","cellular",9,"feb",8,-1,0,"unknown","Unknown","0"
46,"management","married","tertiary","no",352,"no","no","cellular",14,"may",4,89,3,"success","Unknown","1"
37,"admin.","divorced","secondary","no",0,"yes","yes","cellular",5,"may",1,-1,0,"unknown","Unknown","0"
37,"admin.","married","tertiary","no",3124,"no","no","cellular",15,"jun",2,387,13,"other","Unknown","1"
37,"management","married","tertiary","no",1396,"yes","no","cellular",29,"jan",2,256,1,"failure","Unknown","0"
32,"admin.","married","secondary","no",401,"yes","no","cellular",20,"apr",3,358,2,"failure","0","0"
31,"technician","married","secondary","no",6766,"no","no","cellular",4,"aug",1,-1,0,"unknown","Unknown","0"
29,"technician","single","tertiary","no",1815,"no","no","cellular",2,"jul",1,-1,0,"unknown","Unknown","0"
56,"management","married","tertiary","no",610,"no","no","cellular",13,"aug",2,100,2,"success","Unknown","1"
27,"admin.","single","secondary","no",128,"no","no","cellular",21,"jul",1,279,8,"failure","Unknown","0"
60,"management","married","unknown","no",6060,"no","no","unknown",19,"jun",2,-1,0,"unknown","Unknown","0"
35,"management","single","tertiary","no",440,"no","no","cellular",17,"aug",2,385,1,"failure","Unknown","1"
40,"management","married","tertiary","no",382,"yes","yes","cellular",28,"jan",1,276,2,"failure","Unknown","0"
32,"management","single","tertiary","no",926,"no","no","cellular",9,"nov",1,87,7,"success","Unknown","1"
51,"technician","married","tertiary","no",1360,"yes","yes","cellular",10,"feb",1,233,1,"failure","Unknown","1"
43,"admin.","single","secondary","no",13,"no","yes","unknown",1,"jul",1,-1,0,"unknown","1","0"
